DIRECTORIO;CANT_HOG_COMPLETOS;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;P1070;P4005;P4015;P4567;P8520;P8520S1;P8520S1A1;P8520S3;P8520S4;P8520S4A1;P8520S5;P4065;P4065S1;P4065S2;P4065S3;P4065S4;P5661;P5661S1;P5661S2;P5661S3;P5661S4;P5661S5;P5661S6;P5661S7;P5661S9;P1891;P1891S1;P1891S2;P1891S3;P1891S4;P1891S5;FEX_C;CLASE
6000199;1;1;1;1;1;1;6;4; ;1;1;1;1;3;1; ;2;2;2;2; ;3;2;1;1;1;1;2;1; ;2;2;1;2;2;2302,1046527332;1
6000200;1;1;1;1;1;1;6;4; ;1;1;1;1;3;1; ;2;2;2;2; ;2;1;1;1;1;1;1;1; ;2;1;2;2;2;2455,50711571404;1
6000201;1;1;1;1;2;1;4;4; ;1;1;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;2492,0982825344;1
6000205;1;1;1;1;1;1;4;3; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;2;1;1; ;2;2;2;2;2;481,131390557015;1
6000206;1;1;1;1;1;1;4;3; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;2;2;1; ;2;2;2;2;1;239,650384450975;1
6000207;1;1;1;1;1;1;4;4; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;2;2;1; ;2;2;2;2;2;525,933308535234;1
6000208;1;1;1;1;1;1;6;4; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;239,650384450975;1
6000209;1;1;1;1;3;8;7;4; ;1;1;1;1;2;1; ;2;2;2;2; ;1;2;3;2;1;2;2;1; ;2;1;2;2;2;504,019376067378;1
6000210;1;1;1;1;1;1;6;4; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;2;1; ;2;2;2;2;2;239,650384450975;1
6000211;1;1;1;1;2;1;6;4; ;1;1;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;2;2;1; ;2;2;2;2;2;329,114824775648;1
6000212;1;1;1;1;2;1;6;4; ;1;1;1;1;2;1; ;2;2;2;2; ;1;2;2;1;1;2;2;1; ;1;1;1;1;2;332,637620967957;1
6000213;1;1;1;1;1;1;4;3; ;1;1;1;1;2;1; ;2;2;2;2; ;2;2;1;1;1;2;1;1; ;2;2;2;2;2;586,91799322485;1
6000214;1;1;1;1;2;1;4;4; ;1;3;1;1;3;1; ;2;2;2;2; ;4;1;1;2;1;1;2;1; ;1;2;1;1;2;387,962291974139;1
6000215;1;1;1;1;1;1;6;4; ;1;1;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;2;2;1; ;2;2;2;2;2;360,278723253985;1
6000216;1;1;1;1;1;1;4;4; ;1;2;1;1;3;1; ;2;2;2;2; ;2;1;1;2;2;2;2;1; ;2;2;2;2;2;428,71309026366;1
6000217;1;1;1;1;1;1;6;4; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;1;1;1;2;239,650384450975;1
6000218;1;1;1;1;1;1;6;4; ;1;1;1;1;3;1; ;2;2;2;2; ;2;2;2;2;2;2;2;2; ;1;1;2;2;2;267,152091105236;1
6000219;1;1;1;1;1;1;6;4; ;1;1;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;335,594520318797;1
6000220;1;1;1;1;1;1;6;4; ;1;1;1;1;3;1; ;2;2;2;2; ;1;2;2;1;2;2;2;2; ;1;1;1;1;2;919,116283961603;1
6000221;1;1;1;1;1;1;4;4; ;1;1;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;2;2;1; ;2;2;2;2;2;479,292706698064;1
6000222;1;1;1;1;1;1;4;4; ;1;1;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;2;3; ;2;2;2;2;2;571,709279555962;1
6000223;1;1;1;1;1;1;6;4; ;1;1;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;504,027438271264;1
6000224;1;1;1;1;2;1;4;1; ;1;1;1;1;3;1; ;2;2;2;2; ;2;2;2;1;2;2;2;1; ;2;2;2;2;2;504,027438271264;1
6000225;1;1;1;1;1;1;6;4; ;1;1;1;1;3;1; ;2;2;2;2; ;1;1;2;1;1;2;2;1; ;2;2;1;1;2;307,910951598643;1
6000226;1;1;1;1;1;1;6;4; ;1;1;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;307,910951598643;1
6000232;1;1;1;1;3;1;4;4; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;2;1;1;1;1;1; ;2;2;2;2;2;638,207668950105;1
6000234;1;1;1;1;1;1;4;3; ;1;3;1;1;7;1; ;2;2;2;2; ;1;2;2;1;1;1;1;1; ;2;2;2;2;2;307,910951598643;1
6000235;1;1;1;1;1;1;4;4; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;1;1;1;2;2;1; ;2;2;2;2;2;239,650384450975;1
6000236;1;1;1;1;3;1;4;4; ;1;2;1;1;3;1; ;2;2;2;2; ;1;2;1;1;1;2;2;1; ;2;2;2;2;2;239,650384450975;1
6000237;1;1;1;1;3;1;4;4; ;1;2;1;1;7;1; ;2;2;2;2; ;1;2;1;1;3;2;1;1; ;2;2;2;2;2;239,650384450975;1
6000238;1;1;1;1;3;1;4;2; ;1;3;1;1;7;1; ;2;2;2;2; ;1;2;1;2;2;1;2;1; ;2;2;2;2;2;504,027438271264;1
6000239;1;1;1;1;3;1;4;2; ;1;3;1;1;7;1; ;2;2;2;2; ;1;2;1;1;1;1;1;1; ;2;2;2;2;2;239,650384450975;1
6000240;1;1;1;1;3;1;4;4; ;1;3;1;1;7;1; ;2;2;2;2; ;1;2;2;1;1;2;2;1; ;2;2;2;1;2;504,027438271264;1
6000241;1;1;1;1;2;1;6;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;4;1;1;1;1;1;1; ;2;1;2;2;2;4544,14248145955;1
6000242;1;1;1;1;2;1;4;4; ;1;3;1;1;3;1; ;2;2;2;2; ;1;2;2;1;1;1;1;1; ;2;2;2;2;2;2953,71458157591;1
6000243;1;1;1;1;2;1;4;4; ;1;3;1;1;3;1; ;2;2;2;2; ;2;2;1;2;1;2;2;1; ;2;2;2;2;2;4378,65005437316;1
6000244;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;2;4;4;2;2;2;2;1; ;1;1;1;2;1;3393,45212516828;1
6000245;1;1;1;1;2;1;4;4; ;1;3;1;1;3;1; ;2;2;2;2; ;1;2;1;2;2;4;2;1; ;1;2;2;2;2;2198,21385614045;1
6000246;1;1;1;1;2;1;4;4; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;2;2;3;2;3;1; ;1;2;2;2;2;6680,43453564655;1
6000247;1;1;1;1;2;1;4;4; ;1;3;1;1;3;1; ;2;2;2;2; ;2;2;1;1;3;3;3;1; ;1;2;2;2;2;4557,23958898907;1
6000248;1;1;1;1;1;1;4;3; ;1;3;1;1;3;1; ;2;2;2;2; ;1;2;1;2;1;1;1;1; ;2;2;2;2;2;4582,35970073541;1
6000250;1;1;1;1;1;1;4;3; ;1;3;1;1;3;1; ;2;2;2;2; ;2;1;2;2;2;4;2;2; ;2;2;2;2;2;2455,70857854872;1
6000251;1;1;1;1;1;1;4;3; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;2;1; ;2;2;2;2;2;3506,51742102704;1
6000253;1;1;1;1;2;1;4;4; ;1;3;1;1;3;1; ;2;2;2;2; ;2;2;2;1;1;2;1;1; ;2;2;2;2;2;4283,36241642214;1
6000254;1;1;1;1;1;1;4;3; ;1;3;1;1;3;1; ;2;2;2;2; ;2;3;4;1;1;4;4;1; ;2;2;2;2;2;4310,72414360973;1
6000256;1;1;1;1;1;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;2;2;2;2;2;3;2;2; ;2;2;2;2;2;4145,84272213474;1
6000257;1;1;1;1;1;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;2;2;2;1;4;4;2; ;1;1;1;1;2;3426,06814541481;1
6000294;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;397,052499491832;1
6000295;1;1;1;1;1;1;4;2; ;1;2;1;1;3;1; ;2;2;2;2; ;1;2;3;1;2;2;1;1; ;2;2;2;2;2;483,839933582359;1
6000296;1;1;1;1;1;1;4;2; ;1;2;1;1;3;1; ;2;2;2;2; ;2;1;1;1;1;2;2;2; ;2;2;2;2;2;804,589088658392;1
6000297;1;1;1;1;1;1;4;2; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;2;1; ;1;1;2;2;2;348,611680811193;1
6000298;1;1;1;1;1;1;4;2; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;2;1; ;2;2;2;2;2;621,591897537432;1
6000299;1;1;1;1;1;1;4;2; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;523,383907507895;1
6000300;1;1;1;1;1;1;4;2; ;1;3;1;1;3;1; ;2;2;2;2; ;2;2;2;1;1;2;2;1; ;2;1;2;2;2;608,064891964863;1
6000301;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;818,620093961497;1
6000302;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;2;1; ;2;2;2;2;2;360,032236750203;1
6000303;1;1;1;1;1;1;4;2; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;1;1013,30128385311;1
6000304;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;2;1;2;1;1;1;2;1; ;1;2;2;2;2;559,166882807828;1
6000305;1;1;1;1;2;1;6;4; ;1;2;1;1;3;1; ;2;2;2;2; ;3;1;1;1;1;2;1;1; ;2;1;2;2;2;497,784200705276;1
6000306;1;1;1;1;2;1;6;2; ;1;2;1;1;3;1; ;2;2;2;2; ;1;3;1;1;1;1;2;1; ;2;1;2;2;2;731,785850616831;1
6000307;2;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;2;2;1;1;2;2;1; ;2;2;2;2;2;491,195735814754;1
6000308;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;2;1;2;4;2;2;1; ;2;2;2;2;2;397,052499491832;1
6000309;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;4;1;3;1;1;4;1; ;2;2;2;2;2;720,782556228169;1
6000310;1;1;1;1;1;1;4;2; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;2;1;1; ;2;1;1;2;1;523,383907507895;1
6000311;2;1;1;1;2;1;4;2; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;2;2;1; ;2;1;1;2;2;797,423247907405;1
6000312;1;1;1;1;2;1;4;2; ;1;2;1;1;3;1; ;2;2;2;2; ;2;1;1;1;1;2;4;1; ;2;1;2;2;2;431,549051049553;1
6000313;1;1;1;1;1;1;4;2; ;1;2;1;1;3;1; ;2;2;2;2; ;2;1;1;1;1;1;1;1; ;1;1;1;2;1;515,282207349847;1
6000314;1;1;1;1;1;1;4;3; ;1;1;1;1;3;1; ;2;2;2;2; ;2;1;2;3;1;1;3;3; ;2;2;2;2;2;529,799052144365;1
6000315;1;1;1;1;1;1;4;3; ;1;1;1;1;3;1; ;2;2;2;2; ;2;2;2;1;1;1;1;4; ;1;1;2;2;2;439,008120443799;1
6000316;1;1;1;1;1;1;6;1; ;1;1;1;1;3;1; ;2;2;2;2; ;1;2;1;1;1;1;4;1; ;2;2;2;2;2;552,028170733791;1
6000317;1;1;1;1;1;1;6;1; ;1;1;1;1;3;1; ;1;2;2;2; ;1;2;2;2;1;1;2;1; ;1;1;2;2;2;313,691417301388;1
6000318;2;1;1;1;1;1;4;3; ;1;1;1;1;3;1; ;1;2;2;2; ;1;1;1;1;1;1;2;2; ;1;1;2;2;2;711,054191365807;1
6000319;1;1;1;1;2;1;4;3; ;1;1;1;1;3;1; ;2;2;2;1; ;1;2;2;3;1;4;1;1; ;2;2;2;2;2;720,47748540255;1
6000320;1;1;1;1;1;1;6;1; ;1;1;1;1;3;1; ;1;2;2;1; ;1;2;3;4;1;2;4;4; ;1;1;2;2;2;595,430445812931;1
6000321;1;1;1;1;1;1;6;1; ;1;1;1;1;3;1; ;1;2;2;2; ;1;1;2;1;1;1;2;1; ;1;2;2;2;1;625,809613952758;1
6000322;1;1;1;1;1;1;6;1; ;1;1;1;1;3;1; ;1;2;1;1; ;2;2;1;1;1;2;2;1; ;1;1;1;2;2;593,231568997663;1
6000323;1;1;1;1;1;1;4;1; ;1;1;1;1;3;1; ;1;2;2;2; ;1;1;2;1;1;1;1;1; ;1;1;2;2;2;632,811062846179;1
6000324;1;1;1;1;2;1;6;2; ;1;1;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;1;2;2;2;776,685585034373;1
6000325;1;1;1;1;1;1;4;1; ;1;1;1;1;3;1; ;2;2;2;2; ;2;1;1;1;1;2;1;1; ;2;2;2;2;2;554,995420572496;1
6000326;1;1;1;1;1;1;4;2; ;1;1;1;1;3;1; ;1;2;2;2; ;2;2;2;1;1;1;1;3; ;2;2;2;2;1;595,430445812931;1
6000327;1;1;1;1;1;1;4;3; ;1;1;1;1;3;1; ;2;2;2;2; ;2;1;1;1;1;1;1;1; ;2;2;2;2;2;762,419589688336;1
6000328;1;1;1;1;1;1;4;3; ;1;1;1;1;3;1; ;1;1;2;2; ;1;1;1;1;2;1;1;1; ;1;1;2;2;2;654,547549554758;1
6000330;1;1;1;1;1;1;6;3; ;1;1;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;1;2;2;2;718,795468568833;1
6000331;1;1;1;1;2;1;6;1; ;1;1;1;1;3;1; ;1;2;2;1; ;1;1;2;1;1;1;1;1; ;2;2;2;2;2;644,596967320192;1
6000332;1;1;1;1;1;1;6;4; ;1;1;1;1;3;1; ;2;2;2;1; ;3;2;1;1;1;1;2;1; ;2;1;2;2;2;507,986991584614;1
6000333;1;1;1;1;1;1;6;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;2;1; ;2;2;2;2;2;463,769314344696;1
6000334;1;1;1;1;2;1;4;1; ;1;1;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;2;1; ;2;2;2;2;2;689,242130806055;1
6000335;1;1;1;1;2;1;6;1; ;1;1;1;1;3;1; ;2;2;2;1; ;1;1;1;1;1;1;3;1; ;1;2;2;2;2;661,606455801791;1
6000336;1;1;1;1;1;1;6;1; ;1;2;1;1;2;1; ;2;2;2;2; ;1;2;2;1;1;2;4;1; ;1;1;2;2;2;450,794765990047;1
6000338;1;1;1;1;1;1;4;1; ;1;2;1;1;8;1; ;2;2;2;2; ;1;2;2;1;1;1;2;1; ;2;2;2;2;2;869,568422318803;1
6000339;1;1;1;1;1;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;4;2;1;1;1;2;2;1; ;1;1;2;2;2;525,630106636286;1
6000340;1;1;1;1;1;1;4;1; ;1;2;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;4;1; ;2;1;2;2;2;728,638131596009;1
6000341;1;1;1;1;1;1;4;2; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;1;4;1;4;4;1; ;2;2;2;2;2;473,977932151508;1
6000342;1;1;1;1;2;1;6;1; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;1;1;3;1;2;1; ;2;1;2;2;2;520,321731904647;1
6000343;1;1;1;1;2;1;4;3; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;1;2;1;1;1;1; ;2;2;2;2;2;546,01575862026;1
6000344;1;1;1;1;1;1;4;2; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;545,235953126441;1
6000345;1;1;1;1;2;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;466,64100980304;1
6000346;1;1;1;1;2;1;4;1; ;1;3;1;1;2;1; ;1;2;2;2; ;1;1;1;1;1;1;2;1; ;2;2;2;2;2;672,269997314221;1
6000347;1;1;1;1;1;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;2;2;2;2;1;1;1;1; ;2;2;2;2;2;523,009144084828;1
6000358;1;1;1;1;2;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;4;1;1;1;2;1;2;1; ;2;2;2;2;2;445,465498686923;1
6000359;1;1;1;1;2;1;4;3; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;1;2;1;2;1;1; ;2;2;2;2;2;445,465498686923;1
6000360;1;1;1;1;1;1;4;2; ;1;3;1;1;2;1; ;2;2;2;2; ;2;1;1;1;1;2;2;1; ;2;2;2;2;2;279,259537047815;1
6000361;1;1;1;1;1;1;4;2; ;1;3;1;1;2;1; ;1;2;2;2; ;4;1;1;1;1;3;1;1; ;2;1;1;1;2;574,177984613294;1
6000362;1;1;1;1;1;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;2;1;2;1;2;1;2;1; ;2;2;2;2;2;528,943394895615;1
6000363;1;1;1;1;2;1;4;2; ;1;3;1;1;2;1; ;2;2;2;1; ;3;1;2;1;2;2;4;1; ;1;2;2;2;1;785,337797285074;1
6000364;1;1;1;1;1;1;6;3; ;1;1;1;1;2;1; ;2;2;2;2; ;1;1;3;2;2;2;3;1; ;2;2;2;2;2;679,534407591389;1
6000365;1;1;1;1;1;1;4;3; ;1;1;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;2;1; ;2;2;2;2;2;564,728352093421;1
6000366;2;1;1;1;2;1;6;2; ;1;1;1;1;2;1; ;2;2;2;1; ;1;1;2;1;1;2;2;1; ;2;1;2;2;1;332,411923278216;1
6000367;1;1;1;1;1;1;4;4; ;1;1;1;1;2;1; ;2;2;2;1; ;1;1;1;1;1;3;3;1; ;1;2;2;2;2;556,260612980375;1
6000368;1;1;1;1;1;1;4;4; ;1;1;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;2;1;1; ;1;2;2;2;2;586,572093180756;1
6000369;1;1;1;1;1;1;6;2; ;1;1;1;1;2;1; ;2;2;2;1; ;3;3;2;2;1;3;3;1; ;1;1;2;2;1;715,11011466329;1
6000371;1;1;1;1;1;1;6;2; ;1;1;1;1;2;1; ;2;2;2;1; ;2;4;4;2;1;2;2;1; ;1;1;1;1;1;551,268888380608;1
6000372;1;1;1;1;2;1;6;4; ;1;1;1;1;2;1; ;2;2;2;2; ;1;2;1;1;1;1;4;3; ;2;2;2;2;2;544,155338697688;1
6000373;1;1;1;1;1;1;4;4; ;1;1;1;1;2;1; ;2;2;2;1; ;2;2;1;1;1;1;3;1; ;2;2;2;2;2;717,368575778545;1
6000374;1;1;1;1;1;1;6;3; ;1;1;1;1;2;1; ;2;2;2;2; ;2;4;1;1;1;2;1;1; ;1;2;2;2;2;622,641510306613;1
6000375;1;1;1;1;1;3;4;6; ;1;1;1;1;2;1; ;2;2;2;1; ;4;3;2;2;1;2;2;2; ;1;1;1;2;1;310,086429793222;1
6000376;1;1;1;1;1;1;6;3; ;1;1;1;1;2;1; ;2;2;2;2; ;4;2;2;2;1;4;2;1; ;2;1;1;1;2;337,850614593573;1
6000377;1;1;1;1;1;1;4;3; ;1;1;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;3;1; ;2;2;2;2;2;468,374594919609;1
6000378;1;1;1;1;1;1;6;3; ;1;1;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;2;3;1; ;2;2;2;2;2;606,200055450218;1
6000379;1;1;1;1;1;2;6;2; ;1;1;1;1;2;1; ;2;2;2;2; ;1;2;2;1;1;3;3;1; ;1;1;2;2;1;541,048669178301;1
6000381;1;1;1;1;1;1;4;4; ;1;1;1;1;2;1; ;2;2;2;2; ;4;1;4;1;1;3;3;1; ;1;1;1;2;2;654,872831269443;1
6000382;1;1;1;1;1;1;6;1; ;1;1;1;1;2;1; ;2;2;2;2; ;1;1;4;1;1;1;2;1; ;1;1;2;2;2;355,321019510902;1
6000383;1;1;1;1;1;1;6;2; ;1;1;1;1;2;1; ;2;2;2;2; ;1;3;2;2;1;3;2;1; ;2;2;2;2;2;432,986818369361;1
6000385;1;1;1;1;1;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;2;1;1;1;1;1;1; ;2;2;2;2;2;543,737066733082;1
6000386;1;1;1;1;1;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;2;1;1;1; ;1;2;2;2;2;391,902553626029;1
6000387;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;1;4;3;2;3;1; ;2;1;2;2;2;366,615263943552;1
6000388;1;1;1;1;1;1;4;2; ;1;2;1;1;3;1; ;1;2;2;2; ;1;2;1;1;1;1;1;1; ;1;1;1;2;1;997,271333583179;1
6000389;1;1;1;1;1;1;4;2; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;2;1;1; ;1;2;2;2;2;459,355077331349;1
6000390;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;580,936704469754;1
6000391;1;1;1;1;2;1;4;3; ;1;2;1;1;3;1; ;2;2;2;2; ;1;2;1;2;1;1;2;2; ;2;2;2;2;2;562,808425246025;1
6000392;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;459,276541914794;1
6000393;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;1;1;1;1;1;2;1; ;2;2;2;2;2;828,272706259353;1
6000394;1;1;1;1;1;1;4;2; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;657,609472727064;1
6000395;1;1;1;1;2;1;4;3; ;1;2;1;1;3;1; ;2;2;2;2; ;1;3;2;2;1;3;2;1; ;1;1;2;2;2;728,499711389328;1
6000396;1;1;1;1;1;1;4;2; ;1;2;1;1;3;1; ;2;2;2;2; ;2;1;1;1;1;1;1;1; ;1;2;2;2;2;657,609472727064;1
6000397;1;1;1;1;1;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;1;2;2;2;557,757942440485;1
6000398;1;1;1;1;3;1;4;2; ;1;2;1;1;3;1; ;2;2;2;2; ;4;4;1;2;2;1;1;1; ;1;1;2;2;1;669,857239685985;1
6000399;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;537,521135563549;1
6000400;1;1;1;1;1;1;4;2; ;1;3;1;1;3;1; ;2;2;2;2; ;1;4;2;4;1;1;2;1; ;1;1;1;2;1;596,327709938045;1
6000401;2;1;1;1;1;1;4;2; ;1;3;1;1;3;1; ;2;2;2;2; ;1;3;1;1;1;1;1;1; ;2;2;2;2;2;532,884607079288;1
6000402;1;1;1;1;3;1;4;2; ;1;2;1;1;3;1; ;2;2;2;2; ;4;4;1;4;2;2;4;1; ;2;1;2;2;2;728,499711389328;1
6000403;1;1;1;1;1;1;4;2; ;1;3;1;1;3;1; ;2;2;2;2; ;1;4;1;1;1;1;1;1; ;2;2;2;2;2;359,50354704477;1
6000405;1;1;1;1;3;1;4;2; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;4;1; ;2;2;2;2;2;562,808425246025;1
6000406;1;1;1;1;3;1;4;2; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;3;1; ;2;2;2;2;2;552,845704026628;1
6000407;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;2;4;1;2;1;1;1;1; ;2;2;2;2;2;325,98426235275;1
6000408;1;1;1;1;1;1;4;2; ;1;3;1;1;3;1; ;2;2;2;2; ;3;3;1;2;1;3;2;1; ;2;1;2;2;2;450,709128000525;1
6000409;1;1;1;1;3;1;4;2; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;473,887890029794;1
6000410;1;1;1;1;3;1;4;2; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;3;1; ;2;2;2;2;2;552,845704026628;1
6000411;1;1;1;1;1;1;4;2; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;2;2;1; ;1;1;1;2;1;540,141600207798;1
6000412;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;506,286896611053;1
6000413;1;1;1;1;1;1;4;3; ;1;3;1;1;3;1; ;2;2;2;2; ;2;1;1;1;1;1;1;1; ;2;2;2;2;2;282,546735492775;1
6000414;1;1;1;1;1;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;3;4;2;2;1;1;3;1; ;1;2;2;2;2;776,906054125945;1
6000415;1;1;1;1;1;1;4;2; ;1;3;1;1;3;1; ;2;2;2;2; ;2;4;1;4;1;2;2;1; ;2;2;2;2;2;662,581420116049;1
6000416;3;1;1;1;1;1;4;3; ;1;3;1;1;3;1; ;2;2;2;2; ;2;1;1;1;1;2;2;1; ;2;2;2;2;2;720,182829860416;1
6000417;1;1;1;1;1;1;4;2; ;1;3;1;1;3;1; ;2;2;2;2; ;2;4;1;4;1;1;1;1; ;2;2;2;2;2;313,736495393828;1
6000418;1;1;1;1;1;1;4;3; ;1;3;1;1;3;1; ;2;2;2;2; ;1;2;1;1;1;1;1;1; ;2;2;2;2;1;657,609472727064;1
6000420;1;1;1;1;1;1;4;2; ;1;3;1;1;3;1; ;2;2;1;2; ;2;1;1;1;1;1;2;1; ;1;1;1;1;2;325,98426235275;1
6000421;1;1;1;1;2;1;4;1; ;1;1;1;1;4;1; ;2;2;2;1; ;2;2;2;2;1;2;2;1; ;2;2;2;2;2;671,79879266503;1
6000424;1;1;1;1;2;1;4;1; ;1;1;1;1;4;1; ;2;2;2;1; ;4;2;2;2;2;2;3;2; ;2;2;2;2;2;434,206080202021;1
6000427;1;1;1;1;2;1;6;3; ;1;1;1;1;2;1; ;2;2;2;2; ;1;1;1;2;2;1;1;1; ;2;1;2;2;2;652,121129451668;1
6000428;1;1;1;1;2;1;6;4; ;1;1;1;1;4;1; ;2;2;2;1; ;2;3;3;3;3;2;2;3; ;2;2;2;2;2;896,020797452589;1
6000433;1;1;1;1;1;1;4;3; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;2;1; ;2;2;2;2;2;724,572838707394;1
6000434;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;1;2;1;2;4;1;1; ;2;2;2;2;2;998,907809462067;1
6000435;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;2;1;1;1;2;1; ;1;2;2;1;2;1130,63493436364;1
6000436;1;1;1;1;2;1;4;4; ;1;2;1;1;3;1; ;2;2;2;1; ;2;1;2;1;1;1;1;1; ;1;1;2;2;1;1044,11718346317;1
