DIRECTORIO;CANT_HOG_COMPLETOS;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;P1070;P4005;P4015;P4567;P8520;P8520S1;P8520S1A1;P8520S3;P8520S4;P8520S4A1;P8520S5;P4065;P4065S1;P4065S2;P4065S3;P4065S4;P5661;P5661S1;P5661S2;P5661S3;P5661S4;P5661S5;P5661S6;P5661S7;P5661S9;P1891;P1891S1;P1891S2;P1891S3;P1891S4;P1891S5;FEX_C;CLASE
6014961;1;1;1;1;1;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;1;2;2;2;2;1225,31550980165;1
6014962;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;2;1;1;1;1;1;1;1; ;1;1;2;2;2;1290,29991908877;1
6014963;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;4;1;1;1;1;1;2;1; ;2;2;2;2;2;1430,07217557363;1
6014966;1;1;1;1;1;1;4;1; ;1;2;1;1;2;1; ;2;2;2;1; ;1;1;1;1;3;3;3;1; ;1;1;2;2;2;738,356489433041;1
6014972;1;1;1;1;2;1;6;3; ;1;1;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;2;2;1; ;2;2;2;2;2;1332,23099525175;1
6014977;1;1;1;1;2;1;4;1; ;1;1;1;1;2;1; ;2;2;2;2; ;1;1;3;1;1;2;1;1; ;2;2;2;2;2;5249,42716130838;1
6014978;1;1;1;1;1;1;6;1; ;1;2;1;1;2;1; ;2;2;2;2; ;4;1;1;1;1;1;1;1; ;2;2;2;2;2;3348,69918221769;1
6014979;1;1;1;1;1;1;4;1; ;1;1;1;1;2;1; ;2;2;2;2; ;1;3;3;2;2;3;3;2; ;2;2;2;2;2;2350,44648614707;1
6014981;1;1;1;1;2;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;3546,14445406937;1
6014983;1;1;1;1;1;1;4;1; ;1;1;1;1;2;1; ;2;2;2;2; ;1;3;1;1;1;3;3;2; ;1;2;2;2;2;4363,27338250817;1
6014984;1;1;1;1;1;5;6;4; ;1;1;2;1;2;1; ;2;2;2;2; ;1;3;2;1;1;2;2;3; ;2;2;2;2;2;5862,06399589355;1
6014985;1;1;1;1;1;1;6;4; ;1;1;2;1;2;1; ;2;2;2;2; ;1;3;3;1;1;3;3;2; ;2;2;2;2;2;3661,24992633136;1
6014986;1;1;1;1;1;1;4;2; ;1;4;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;2;1; ;2;2;1;2;2;3479,31444033564;1
6014987;1;1;1;1;2;1;4;1; ;1;4;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;4363,27338250817;1
6014988;1;1;1;1;2;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;5185,33320476941;1
6014989;1;1;1;1;2;1;4;1; ;1;5;1;1;2;1; ;2;2;2;2; ;4;1;2;4;2;1;1;1; ;2;2;2;2;2;3498,27848512331;1
6014990;1;1;1;1;2;1;4;1; ;1;5;1;1;3;1; ;2;2;2;2; ;3;2;1;3;1;1;1;1; ;2;2;2;2;2;6183,53278716077;1
6014991;1;1;1;1;2;1;4;1; ;1;5;1;1;3;1; ;2;2;2;2; ;3;1;1;1;1;1;2;1; ;2;2;2;2;2;4696,96040501564;1
6014992;1;1;1;1;2;1;4;1; ;1;5;1;1;2;1; ;2;2;2;2; ;1;1;1;4;1;1;1;1; ;2;2;2;2;2;3982,71871759858;1
6014993;1;1;1;1;2;1;4;1; ;1;5;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;5511,05226780514;1
6014994;1;1;1;1;2;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;3498,27848512331;1
6014995;1;1;1;1;2;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;1;3;1;2;1;1;3;1; ;2;2;2;2;2;3982,71871759858;1
6014996;1;1;1;1;1;1;6;2; ;1;2;1;1;3;1; ;2;2;2;2; ;1;3;1;3;1;1;1;3; ;2;1;2;2;2;4432,29823286958;1
6014997;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;3;1; ;2;2;2;2;2;5540,59520462632;1
6014998;1;1;1;1;1;1;4;2; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;4200,30194130012;1
6014999;1;1;1;1;2;1;4;1; ;1;4;1;1;2;1; ;2;2;2;2; ;3;1;1;2;2;2;2;2; ;2;2;2;2;2;5169,18240625067;1
6015001;1;1;1;1;2;1;4;1; ;1;6;1;1;2;1; ;2;2;2;2; ;4;1;1;2;2;1;1;1; ;2;2;2;2;2;4526,24482371621;1
6015002;2;1;1;1;2;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;2350,44648614707;1
6015010;1;1;1;1;2;1;3;1; ;1;6;1;1;2;1; ;2;2;2;2; ;4;1;1;1;1;1;1;1; ;2;2;2;2;2;3546,14445406937;1
6015011;1;1;1;1;2;1;3;1; ;1;6;1;1;2;1; ;2;2;2;2; ;2;1;1;1;1;1;1;1; ;2;2;2;2;2;4518,95748629842;1
6015012;1;1;1;1;2;1;3;1; ;1;6;1;1;2;1; ;2;2;2;2; ;2;1;1;1;1;1;1;1; ;2;2;2;2;2;3878,83315003289;1
6015013;1;1;1;1;1;1;4;4; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;2;2;2;2;2;1; ;2;2;2;2;2;694,645283909322;1
6015017;1;1;1;1;1;1;6;4; ;1;1;1;1;2;2; ;2;2;2;2; ;1;1;1;2;1;3;4;2; ;1;1;2;2;2;535,520507441858;1
6015018;1;1;1;1;1;1;6;4; ;1;2;1;1;2;2; ;2;2;2;2; ;1;4;1;1;1;1;4;3; ;1;1;2;2;1;945,6879017681;1
6015019;1;1;1;1;1;1;4;4; ;1;2;1;1;2;2; ;2;2;2;2; ;1;1;1;1;1;1;4;4; ;2;2;2;2;2;470,38216915699;1
6015020;1;1;1;1;1;1;6;4; ;1;1;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;1;1;2;2;2;697,225304112754;1
6015024;1;1;1;1;2;1;4;1; ;1;2;1;1;4;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;680,066308750215;1
6015025;1;1;1;1;1;1;6;3; ;1;2;1;1;4;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;372,883582046466;1
6015026;1;1;1;1;1;1;4;3; ;1;2;1;1;4;1; ;2;2;2;2; ;1;1;1;1;1;1;2;1; ;2;2;2;2;2;390,005754345053;1
6015027;1;1;1;1;1;1;6;3; ;1;1;1;1;4;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;464,742158444449;1
6015028;1;1;1;1;1;1;4;3; ;1;2;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;1;2;2;2;2;351,401406561086;1
6015034;1;1;1;1;2;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;4;1;1;1;1;1;2;1; ;2;2;2;2;2;747,553783455698;1
6015041;1;1;1;1;2;1;4;2; ;1;2;1;1;2;1; ;2;2;2;2; ;1;3;3;1;1;3;4;1; ;1;2;2;2;2;664,492296086089;1
6015042;1;1;1;1;1;1;4;2; ;1;2;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;1;1;2;2;2;365,208060413864;1
6015045;1;1;1;1;2;1;4;2; ;1;2;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;1;1;2;2;2;654,620892666034;1
6015046;1;1;1;1;1;1;4;1; ;1;2;1;1;2;1; ;1;2;2;2; ;2;1;2;1;1;1;1;1; ;2;1;2;1;2;407,50585178999;1
6015048;1;1;1;1;2;1;4;2; ;1;2;1;1;2;1; ;2;2;2;2; ;2;2;2;2;2;2;1;1; ;2;2;2;2;2;375,413267455396;1
6015049;1;1;1;1;2;1;4;1; ;1;2;1;1;2;1; ;2;2;2;2; ;1;1;2;1;1;3;1;1; ;2;2;2;2;2;581,538061430234;1
6015051;1;1;1;1;2;1;4;3; ;1;1;2;1;3;1; ;2;2;2;2; ;2;2;1;1;1;1;2;3; ;1;1;2;2;1;2524,24258617218;1
6015098;1;1;1;1;1;1;4;4; ;1;1;1;1;3;1; ;2;2;2;2; ;2;2;2;1;1;3;2;1; ;2;2;2;2;2;3164,27573038416;1
6015099;1;1;1;1;1;1;6;4; ;1;1;1;1;3;1; ;2;2;2;1; ;2;2;4;4;1;2;2;1; ;1;1;2;2;1;2647,92519391334;1
6015100;1;1;1;1;2;1;6;1; ;1;1;1;1;3;1; ;2;2;2;2; ;2;1;1;1;1;2;2;1; ;2;2;2;2;2;2691,58577193764;1
6015101;1;1;1;1;1;1;4;5; ;1;2;1;1;2;1; ;2;2;2;2; ;1;2;4;4;1;2;1;2; ;2;2;2;2;2;3025,17598428848;1
6015103;1;1;1;1;2;1;4;1; ;1;1;1;1;3;1; ;2;2;2;2; ;2;2;2;2;2;2;2;1; ;2;2;2;2;2;2943,60710788729;1
6015104;1;1;1;1;1;1;6;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;2;1;1;1;3;2;1; ;1;1;2;2;1;1338,80104323209;1
6015107;1;1;1;1;1;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;4;1;1;1;1;1; ;2;2;2;2;2;2063,51951350181;1
6015108;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;2;2;2;3;2;1; ;2;2;1;2;2;2831,8789601361;1
6015109;1;1;1;1;2;1;2;1; ;1;4;1;1;3;1; ;2;2;2;2; ;2;1;2;4;1;2;2;1; ;2;2;2;2;2;2291,92028546423;1
6015111;1;1;1;1;2;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1495,15403402591;1
6015114;1;1;1;1;1;1;4;4; ;1;2;1;1;2;1; ;2;2;2;2; ;1;1;2;2;2;2;1;1; ;2;2;2;2;2;2372,72944600101;1
6015115;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;2;2;3;2;2;2; ;2;2;2;2;2;2291,92028546423;1
6015116;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;2;1;1;1;1;2;1; ;2;2;2;2;2;2348,64153430583;1
6015118;1;1;1;1;1;1;4;1; ;1;4;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;2985,5944703147;1
6015119;2;1;1;1;1;1;4;1; ;1;2;1;1;2;1; ;1;2;2;2; ;1;3;2;2;1;3;3;3; ;1;2;2;1;2;1959,52351521617;1
6015120;1;1;1;1;1;1;4;3; ;1;2;1;1;2;1; ;1;2;2;2; ;2;3;2;3;1;2;2;3; ;2;2;2;2;2;1731,12274325375;1
6015121;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;3;1;1;4;4;1;1;1; ;2;2;2;2;2;3261,14469351631;1
6015122;1;1;1;1;1;1;4;4; ;1;1;1;1;2;1; ;2;2;2;2; ;2;2;2;1;2;1;2;1; ;2;2;2;2;2;2845,50583127017;1
6015123;1;1;1;1;1;1;6;4; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;2;2;4;2;2;2; ;1;2;1;1;2;1824,18005339037;1
6015124;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;2;2;1;1;1;1;2; ;2;2;2;2;2;1827,55080427397;1
6015125;1;1;1;1;1;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;3;3;1;1;1;2;2; ;2;2;2;2;2;2299,3629245248;1
6015126;1;1;1;1;1;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;3;2;3;3;1;2;4; ;1;1;1;1;2;2116,62904600084;1
6015127;1;1;1;1;2;1;6;4; ;1;2;1;1;2;1; ;2;2;2;2; ;1;1;1;1;2;2;2;1; ;2;2;2;1;1;2291,92028546423;1
6015131;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;2;2;2;1;1;1;2; ;2;2;2;2;2;1627,12674496811;1
6015134;1;1;1;1;1;1;4;1; ;1;4;1;1;3;1; ;2;2;2;2; ;1;1;1;2;1;1;2;2; ;2;2;2;2;2;2057,27031654401;1
6015135;1;1;1;1;1;1;4;3; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;2;2;2;2;2;2; ;2;2;2;2;2;2374,04818630863;1
6015137;1;1;1;1;2;1;4;1; ;1;4;1;1;2;1; ;1;2;2;2; ;1;2;4;1;4;1;4;2; ;1;1;1;2;2;2026,45018193842;1
6015138;1;1;1;1;2;1;2;1; ;1;4;1;1;2;1; ;1;2;2;2; ;2;2;4;1;4;2;2;2; ;2;2;1;2;2;2529,08243679484;1
6015140;1;1;1;1;3;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;4;4;2;2;1;4;1; ;2;2;2;2;2;2705,12621624907;1
6015141;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;2;1;2;2;2;1; ;2;2;2;2;2;3001,77239524135;1
6015143;1;1;1;1;1;6;6;1; ;1;3;1;1;3;1; ;2;2;2;2; ;2;2;2;2;2;3;2;1; ;1;1;2;1;2;1398,72597300569;1
6015144;1;1;1;1;1;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;2;4;3;2;2;1; ;2;2;2;2;2;1722,23606568072;1
6015145;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;2;1;1;1;1;1;1; ;2;2;2;2;2;2136,88603497802;1
6015146;1;1;1;1;1;1;4;3; ;1;1;1;1;3;1; ;2;2;2;2; ;1;1;2;1;1;2;2;1; ;2;2;2;2;2;2053,31409562117;1
6015163;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;1;1;1;1; ;2;1;2;1;1;1;1;1; ;2;2;2;2;2;2705,12621624907;1
6015164;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;2;1;1;1;1;1; ;1;2;2;2;2;2291,92028546423;1
6015166;1;1;1;1;1;1;6;1; ;1;2;1;2; ;1; ;2;2;2;2; ;1;1;3;1;1;1;1;1; ;2;2;2;2;2;1470,77375417429;1
6015167;1;1;1;1;2;1;4;1; ;1;2;1;1;2;1; ;2;2;2;2; ;1;1;2;1;1;4;4;1; ;2;2;2;2;2;2691,58577193764;1
6015168;1;1;1;1;2;1;4;3; ;1;2;1;1;3;1; ;2;2;2;2; ;1;4;2;2;1;1;4;1; ;2;2;2;2;2;2691,58577193764;1
6015170;1;1;1;1;1;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;2;2;1;2;2;2;2; ;2;2;2;2;2;2040,33267575295;1
6015171;1;1;1;1;1;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;2;2;2;1;1;2;1;1; ;2;2;2;2;2;1819,98286700856;1
6015175;1;1;1;1;2;1;4;3; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;2;1;2;2;2;1; ;1;2;2;2;2;2055,95157623639;1
6015176;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1960,84225552378;1
6015180;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;1;2;2;2; ;2;4;3;1;4;4;1;4; ;2;2;1;2;2;2064,71295560458;1
6015181;1;1;1;1;1;1;4;3; ;1;2;1;1;3;1; ;2;2;2;2; ;3;2;3;3;3;1;2;1; ;1;2;2;2;2;1591,58209504614;1
6015186;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;2;1;1;1; ;2;2;2;2;2;2668,05688468568;1
6015187;1;1;1;1;1;1;4;1; ;1;2;1;1;7;1; ;2;2;2;2; ;2;2;2;2;2;1;2;1; ;1;1;2;2;2;2063,51951350181;1
6015192;1;1;1;1;1;1;4;4; ;1;6;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;2291,92028546423;1
6015193;1;1;1;1;1;1;4;3; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;1;1;2;2;2;1; ;2;2;2;2;2;1804,48926472996;1
6015194;1;1;1;1;2;1;6;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;2122,87824295864;1
6015195;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;2;1; ;2;2;2;2;2;2824,46241457763;1
6015197;1;1;1;1;1;1;4;3; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;1;1;2;2;2;1; ;2;2;2;2;2;2057,27031654401;1
6015198;1;1;1;1;1;1;4;1; ;1;4;1;1;3;1; ;2;2;2;2; ;3;2;1;2;2;2;1;1; ;1;2;2;2;2;2463,18499997522;1
6015199;1;1;1;1;2;1;4;3; ;1;3;1;1;3;1; ;2;2;2;2; ;1;4;3;1;1;2;1;1; ;2;2;2;2;2;1959,52351521617;1
6015200;1;1;1;1;1;1;4;3; ;1;4;1;1;2;1; ;2;2;2;2; ;1;1;2;1;1;1;1;1; ;2;2;2;2;2;1199,26039502448;1
6015201;1;1;1;1;1;1;4;1; ;1;4;1;1;3;1; ;2;2;2;2; ;4;1;2;1;1;1;1;1; ;2;2;2;2;2;2054,63283592878;1
6015202;1;1;1;1;1;1;4;3; ;1;4;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;2157,85669256385;1
6015203;1;1;1;1;1;1;4;1; ;1;4;1;1;2;1; ;2;2;2;2; ;2;2;2;2;1;2;2;1; ;2;2;2;2;2;2062,20077319419;1
6015204;1;1;1;1;1;1;6;3; ;1;3;1;1;2;1; ;2;2;2;2; ;2;1;1;1;1;1;1;2; ;1;1;1;1;1;1827,55080427397;1
6015205;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;2;2;1;2;1;2;1; ;2;2;2;2;2;1959,52351521617;1
6015206;1;1;1;1;1;1;4;3; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;2; ;2;2;2;2;2;2438,33737241564;1
6015207;1;1;1;1;1;1;2;1; ;1;4;1;1;3;1; ;2;2;2;2; ;4;2;2;2;1;2;1;1; ;2;2;2;2;2;1819,98286700856;1
6015208;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;2;2;2;3; ;2;2;2;2;2;3993,20695023778;1
6015209;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;2;2;2;3;3;2;2; ;2;2;2;2;2;2098,49796310701;1
6015210;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;2;2;2;1;2;2;1; ;2;2;2;2;2;2527,76369648722;1
6015211;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;2;2;2;2;2;2;1; ;2;2;2;2;2;2530,40117710245;1
6015212;1;1;1;1;1;1;4;1; ;1;1;1;1;3;1; ;2;2;2;2; ;1;2;2;3;2;2;2;1; ;2;2;2;2;2;1338,80104323209;1
6015213;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;3262,46343382392;1
6015214;1;1;1;1;2;1;2;1; ;1;6;1;1;3;1; ;2;2;2;2; ;4;1;1;1;1;1;1;2; ;2;2;2;2;2;2352,59775522868;1
6015215;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1960,84225552378;1
6015216;1;1;1;1;1;1;4;3; ;1;1;1;1;3;1; ;2;2;2;2; ;1;2;2;1;1;1;1;4; ;2;2;2;2;2;2372,72944600101;1
6015217;1;1;1;1;2;1;4;1; ;1;1;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;2669,37562499329;1
6015218;1;1;1;1;1;1;4;1; ;1;4;1;1;3;1; ;2;2;2;2; ;2;2;2;2;2;1;1;1; ;2;1;2;2;2;2064,71295560458;1
6015219;1;1;1;1;2;1;5;3; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;1;2;1;1;1;1; ;2;2;2;2;2;1958,20477490856;1
6015220;1;1;1;1;1;1;4;3; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;2070,86329995356;1
6015221;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;2;2;1;1;1;1;4; ;2;2;2;2;2;1804,48926472996;1
6015222;1;1;1;1;2;1;4;1; ;1;4;1;1;3;1; ;2;2;2;2; ;4;2;4;4;3;1;2;1; ;2;2;2;2;2;1959,52351521617;1
6015224;1;1;1;1;3;1;4;1; ;1;4;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;2291,92028546423;1
6015226;1;1;1;1;2;1;4;3; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;2;2;2;1;1;2; ;2;2;1;2;2;1804,48926472996;1
6015227;1;1;1;1;1;1;4;4; ;1;3;1;1;3;1; ;2;2;2;2; ;2;1;1;1;2;2;2;1; ;2;2;2;2;2;2825,72861578712;1
6015228;1;1;1;1;2;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;1;2;2;2;1;2;1; ;2;2;2;2;2;2055,95157623639;1
6015229;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;3;1;2;1;2;2;1;2; ;2;2;2;2;1;2291,92028546423;1
6015230;1;1;1;1;1;1;4;4; ;1;3;1;1;3;1; ;2;2;2;2; ;2;1;2;2;2;2;2;1; ;2;2;2;2;2;3098,6413583735;1
6015231;1;1;1;1;1;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;2;1;1;2;2;2; ;2;2;2;2;2;4562,76587181645;1
6015232;1;1;1;1;1;1;4;4; ;1;2;1;1;3;1; ;2;2;2;2; ;2;1;1;1;1;2;2;1; ;2;2;2;2;2;1827,55080427397;1
6015233;1;1;1;1;3;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;1;2;2;1;1;2;2;1; ;2;2;2;2;2;2291,92028546423;1
6015234;1;1;1;1;3;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;2;2;1;2;1;2;1; ;2;2;2;2;2;1960,84225552378;1
6015235;1;1;1;1;3;3;5;3; ;1;3;1;1;7;1; ;2;2;2;2; ;2;2;2;2;3;2;4;2; ;1;1;1;1;1;2063,51951350181;1
6015236;1;1;1;1;3;3;5;3; ;1;3;1;1;7;1; ;2;2;2;2; ;2;2;2;2;2;2;3;2; ;1;1;1;1;1;2136,88603497802;1
6015238;1;1;1;1;1;1;4;5; ;1;2;1;1;3;1; ;2;2;2;2; ;1;2;2;2;2;3;1;1; ;1;2;2;2;2;1728,48526263852;1
6015239;1;1;1;1;2;1;4;4; ;1;1;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;2691,58577193764;1
6015240;1;1;1;1;1;1;4;3; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1495,15403402591;1
6015241;1;1;1;1;1;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;1;1;3;1;1;2; ;2;2;2;2;2;1456,76596215491;1
6015242;1;1;1;1;2;1;1;1; ;1;1;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1495,15403402591;1
6015243;1;1;1;1;2;1;4;1; ;1;5;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;2290,60154515662;1
6015244;1;1;1;1;2;1;5;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;2;2;2; ;2;2;2;2;2;2291,92028546423;1
6015245;1;1;1;1;2;1;2;1; ;1;6;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;2291,92028546423;1
6015246;1;1;1;1;2;1;2;1; ;1;6;1;1;3;1; ;2;2;2;2; ;1;1;1;1;2;1;1;1; ;2;2;2;2;2;1959,52351521617;1
6015248;1;1;1;1;1;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;1;1;1;2;2;2;1; ;2;2;2;2;2;2588,56646445651;1
6015249;1;1;1;1;1;1;4;4; ;1;3;1;1;3;1; ;1;2;2;2; ;1;2;3;1;1;3;1;1; ;2;2;2;2;2;2372,72944600101;1
6015250;1;1;1;1;1;1;4;1; ;1;3;1;1;7;1; ;2;2;2;2; ;2;2;2;3;3;3;3;2; ;1;2;1;1;2;1789,16273240297;1
6015251;1;1;1;1;1;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;2;1;2;3;2;3;1;2; ;2;2;2;2;2;2290,60154515662;1
6015252;1;1;1;1;2;1;6;4; ;1;1;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1628,44548527573;1
6015253;1;1;1;1;1;1;4;1; ;1;2;1;1;3;1; ;2;2;2;2; ;2;1;2;1;2;3;2;3; ;2;2;2;2;2;2529,08243679484;1
6015254;1;1;1;1;1;1;6;4; ;1;1;1;1;3;1; ;2;2;2;2; ;2;3;2;1;3;2;2;4; ;2;2;2;2;2;2256,16969420845;1
6015255;1;1;1;1;1;1;4;5; ;1;4;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;2588,56646445651;1
6015256;1;1;1;1;1;1;6;4; ;1;1;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1959,52351521617;1
6015257;1;1;1;1;1;1;4;5; ;1;4;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;2291,92028546423;1
6015258;1;1;1;1;3;1;4;1; ;1;4;1;1;2;1; ;2;2;2;2; ;1;1;2;2;2;1;1;1; ;2;2;2;2;2;2291,92028546423;1
6015259;1;1;1;1;1;1;4;4; ;1;3;1;1;3;1; ;2;2;2;2; ;1;4;3;4;4;4;2;1; ;2;2;2;2;1;2225,89755043977;1
6015260;1;1;1;1;2;1;4;3; ;1;2;1;1;3;1; ;2;2;2;2; ;4;1;1;1;1;1;1;1; ;2;2;2;2;2;2291,92028546423;1
6015261;1;1;1;1;3;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;2;1;1;1;1;1;1; ;2;2;2;2;2;1960,84225552378;1
6015262;1;1;1;1;2;1;4;1; ;1;2;1;1;7;1; ;2;2;2;2; ;4;2;2;2;4;1;1;2; ;2;2;2;2;2;1959,52351521617;1
6015263;1;1;1;1;2;1;4;1; ;1;4;1;1;3;1; ;2;2;2;2; ;1;4;4;3;4;1;1;1; ;1;2;1;2;2;1804,48926472996;1
6015264;1;1;1;1;1;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;4;1;2;3;2;2;2;2; ;2;2;2;2;2;2691,58577193764;1
